1 1000 216 21.6
2 971 219 22.554
3 948 208 21.941
4 948 201 21.203
5 929 199 21.421
6 937 198 21.131
7 942 206 21.868
8 960 223 23.229
9 977 236 24.156
10 965 234 24.249
11 956 245 25.628
12 957 259 27.064
13 948 256 27.004
14 933 244 26.152
15 912 244 26.754
16 904 246 27.212
17 882 257 29.138
18 886 251 28.33
19 882 262 29.705
20 881 244 27.696
21 855 237 27.719
22 824 219 26.578
23 806 219 27.171
24 819 223 27.228
25 818 241 29.462
26 816 254 31.127
27 834 269 32.254
28 806 268 33.251
29 798 245 30.702
30 786 228 29.008
31 784 216 27.551
32 763 225 29.489
33 761 211 27.727
34 761 210 27.595
35 755 210 27.815
36 766 200 26.11
37 768 219 28.516
38 750 218 29.067
39 744 221 29.704
40 724 219 30.249
41 725 226 31.172
42 716 232 32.402
43 705 244 34.61
44 674 236 35.015
45 668 244 36.527
46 662 236 35.65
47 653 236 36.141
48 664 252 37.952
49 660 249 37.727
50 654 240 36.697
51 642 215 33.489
52 660 222 33.636
53 628 203 32.325
54 620 196 31.613
55 618 197 31.877
56 604 184 30.464
57 594 176 29.63
58 582 181 31.1
59 587 193 32.879
60 593 192 32.378
61 597 193 32.328
62 607 192 31.631
63 611 201 32.897
64 615 194 31.545
65 613 196 31.974
66 618 193 31.23
67 623 190 30.498
68 618 200 32.362
69 600 204 34
70 583 199 34.134
71 575 204 35.478
72 590 202 34.237
73 599 205 34.224
74 612 219 35.784
75 600 211 35.167
76 579 205 35.406
77 571 215 37.653
78 582 231 39.691
79 596 248 41.611
80 592 247 41.723
81 561 235 41.889
82 554 230 41.516
83 540 238 44.074
84 547 250 45.704
85 554 255 46.029
86 558 255 45.699
87 571 261 45.709
88 591 270 45.685
89 624 289 46.314
90 606 286 47.195
91 578 282 48.789
92 587 289 49.233
93 596 303 50.839
94 593 311 52.445
95 559 309 55.277
96 563 310 55.062
97 571 309 54.116
98 558 292 52.33
99 535 294 54.953
100 552 300 54.348
101 548 310 56.569
102 548 317 57.847
103 529 308 58.223
104 532 294 55.263
105 537 309 57.542
106 544 313 57.537
107 539 312 57.885
108 553 316 57.143
109 560 321 57.321
110 566 319 56.36
111 586 337 57.509
112 581 355 61.102
113 597 369 61.809
114 619 376 60.743
115 626 392 62.62
116 638 386 60.502
117 636 383 60.22
118 629 375 59.618
119 618 377 61.003
120 625 379 60.64
121 616 353 57.305
122 631 367 58.162
123 616 360 58.442
124 610 360 59.016
125 632 376 59.494
126 614 375 61.075
127 609 359 58.949
128 592 356 60.135
129 589 345 58.574
130 585 335 57.265
131 586 333 56.826
132 575 327 56.87
133 576 340 59.028
134 585 354 60.513
135 564 344 60.993
136 565 335 59.292
137 548 322 58.759
138 552 350 63.406
139 568 366 64.437
140 559 363 64.937
141 567 377 66.49
142 576 389 67.535
143 577 387 67.071
144 579 389 67.185
145 574 379 66.028
146 571 370 64.799
147 549 371 67.577
148 529 355 67.108
149 515 347 67.379
150 515 345 66.99
151 499 342 68.537
152 513 354 69.006
153 490 349 71.224
154 504 365 72.421
155 500 368 73.6
156 520 393 75.577
157 510 388 76.078
158 525 411 78.286
159 524 408 77.863
160 504 402 79.762
161 491 380 77.393
162 485 372 76.701
163 475 379 79.789
164 483 396 81.988
165 499 410 82.164
166 505 409 80.99
167 514 423 82.296
168 523 438 83.748
169 517 425 82.205
170 521 425 81.574
171 524 421 80.344
172 523 426 81.453
173 522 427 81.801
174 534 449 84.082
175 542 476 87.823
176 551 489 88.748
177 545 484 88.807
178 535 477 89.159
179 514 459 89.3
180 521 468 89.827
181 540 491 90.926
182 537 489 91.061
183 532 480 90.226
184 529 477 90.17
185 527 478 90.702
186 515 473 91.845
187 514 469 91.245
188 527 480 91.082
189 528 476 90.152
190 524 478 91.221
191 529 482 91.115
192 521 476 91.363
193 510 468 91.765
194 502 455 90.637
195 498 439 88.153
196 505 443 87.723
197 519 443 85.356
198 533 465 87.242
199 523 462 88.337
200 517 452 87.427
