1 1000 511 51.1
2 1002 524 52.295
3 1017 508 49.951
4 1007 507 50.348
5 1008 506 50.198
6 977 484 49.539
7 979 496 50.664
8 948 470 49.578
9 966 466 48.24
10 975 471 48.308
11 980 452 46.122
12 975 445 45.641
13 970 449 46.289
14 995 473 47.538
15 1001 492 49.151
16 998 508 50.902
17 993 497 50.05
18 1019 520 51.03
19 1037 546 52.652
20 1077 575 53.389
21 1062 570 53.672
22 1059 569 53.73
23 1048 574 54.771
24 1061 601 56.645
25 1090 640 58.716
26 1093 636 58.188
27 1086 631 58.103
28 1076 633 58.829
29 1084 642 59.225
30 1074 623 58.007
31 1084 618 57.011
32 1092 592 54.212
33 1070 579 54.112
34 1053 576 54.701
35 1048 577 55.057
36 1044 577 55.268
37 1033 579 56.05
38 1023 578 56.5
39 1000 571 57.1
40 998 585 58.617
41 1024 611 59.668
42 1037 618 59.595
43 1056 641 60.701
44 1069 652 60.992
45 1070 659 61.589
46 1057 659 62.346
47 1095 700 63.927
48 1093 697 63.769
49 1087 683 62.833
50 1087 701 64.489
51 1092 702 64.286
52 1134 723 63.757
53 1105 733 66.335
54 1144 756 66.084
55 1137 750 65.963
56 1143 755 66.054
57 1170 781 66.752
58 1174 797 67.888
59 1165 777 66.695
60 1184 772 65.203
61 1227 822 66.993
62 1232 834 67.695
63 1233 829 67.234
64 1237 823 66.532
65 1231 825 67.019
66 1236 824 66.667
67 1237 834 67.421
68 1222 839 68.658
69 1226 828 67.537
70 1223 833 68.111
71 1212 827 68.234
72 1211 831 68.621
73 1240 843 67.984
74 1236 833 67.395
75 1251 840 67.146
76 1246 820 65.811
77 1260 834 66.19
78 1264 843 66.693
79 1269 841 66.273
80 1260 845 67.063
81 1287 854 66.356
82 1257 844 67.144
83 1267 845 66.693
84 1292 867 67.105
85 1288 858 66.615
86 1253 830 66.241
87 1255 842 67.092
88 1257 833 66.269
89 1281 825 64.403
90 1283 834 65.004
91 1278 822 64.319
92 1268 817 64.432
93 1299 823 63.356
94 1296 817 63.04
95 1315 848 64.487
96 1288 831 64.519
97 1271 816 64.201
98 1275 824 64.627
99 1251 820 65.548
100 1262 847 67.116
101 1258 848 67.409
102 1249 854 68.375
103 1262 865 68.542
104 1228 833 67.834
105 1227 826 67.319
106 1241 842 67.849
107 1245 866 69.558
108 1255 874 69.641
109 1258 855 67.965
110 1254 862 68.74
111 1247 872 69.928
112 1257 891 70.883
113 1269 900 70.922
114 1281 897 70.023
115 1306 927 70.98
116 1300 919 70.692
117 1284 901 70.171
118 1313 906 69.002
119 1315 889 67.605
120 1323 901 68.103
121 1298 886 68.259
122 1318 896 67.982
123 1321 885 66.995
124 1296 866 66.821
125 1289 875 67.882
126 1279 863 67.475
127 1315 900 68.441
128 1287 894 69.464
129 1297 888 68.466
130 1279 871 68.1
131 1292 887 68.653
132 1308 902 68.96
133 1318 952 72.231
134 1313 964 73.42
135 1309 940 71.811
136 1284 922 71.807
137 1323 944 71.353
138 1337 965 72.177
139 1322 963 72.844
140 1308 972 74.312
141 1299 997 76.751
142 1325 1008 76.075
143 1343 1012 75.354
144 1346 1018 75.632
145 1376 1037 75.363
146 1361 1025 75.312
147 1373 1039 75.674
148 1369 1047 76.479
149 1347 1014 75.278
150 1356 1032 76.106
151 1347 1020 75.724
152 1339 1016 75.878
153 1321 1013 76.684
154 1344 1033 76.86
155 1390 1076 77.41
156 1395 1091 78.208
157 1397 1115 79.814
158 1413 1136 80.396
159 1417 1145 80.805
160 1399 1123 80.272
161 1412 1119 79.249
162 1442 1131 78.433
163 1411 1104 78.242
164 1383 1091 78.886
165 1445 1130 78.201
166 1433 1120 78.158
167 1430 1124 78.601
168 1440 1155 80.208
169 1462 1191 81.464
170 1437 1167 81.211
171 1499 1206 80.454
172 1491 1214 81.422
173 1512 1235 81.68
174 1502 1223 81.425
175 1493 1222 81.849
176 1487 1211 81.439
177 1479 1216 82.218
178 1490 1245 83.557
179 1489 1260 84.621
180 1496 1274 85.16
181 1489 1262 84.755
182 1496 1269 84.826
183 1478 1260 85.25
184 1492 1261 84.517
185 1509 1286 85.222
186 1483 1273 85.84
187 1486 1274 85.734
188 1506 1284 85.259
189 1479 1275 86.207
190 1468 1272 86.648
191 1461 1250 85.558
192 1446 1239 85.685
193 1449 1239 85.507
194 1447 1251 86.455
195 1440 1242 86.25
196 1464 1268 86.612
197 1461 1267 86.721
198 1466 1270 86.63
199 1477 1290 87.339
200 1473 1291 87.644
