1 1000 490 49
2 997 496 49.749
3 1009 505 50.05
4 1025 517 50.439
5 1027 529 51.509
6 1050 557 53.048
7 1047 557 53.2
8 1066 574 53.846
9 1082 586 54.159
10 1058 587 55.482
11 1089 633 58.127
12 1119 658 58.803
13 1108 679 61.282
14 1089 675 61.983
15 1080 682 63.148
16 1087 667 61.362
17 1109 665 59.964
18 1112 671 60.342
19 1122 698 62.21
20 1092 696 63.736
21 1101 700 63.579
22 1134 722 63.668
23 1123 713 63.491
24 1144 726 63.462
25 1134 720 63.492
26 1137 729 64.116
27 1137 744 65.435
28 1149 735 63.969
29 1144 739 64.598
30 1127 720 63.886
31 1083 703 64.912
32 1077 682 63.324
33 1098 703 64.026
34 1079 696 64.504
35 1070 693 64.766
36 1058 679 64.178
37 1079 690 63.948
38 1065 682 64.038
39 1061 689 64.939
40 1086 704 64.825
41 1080 708 65.556
42 1048 707 67.462
43 1003 672 66.999
44 1001 659 65.834
45 995 647 65.025
46 994 643 64.688
47 1011 650 64.293
48 1015 641 63.153
49 1044 670 64.176
50 1043 655 62.8
51 1058 659 62.287
52 1037 655 63.163
53 1053 669 63.533
54 1031 653 63.337
55 1023 640 62.561
56 1023 638 62.366
57 1049 648 61.773
58 1063 645 60.677
59 1039 620 59.673
60 1010 583 57.723
61 1030 602 58.447
62 1034 618 59.768
63 1023 616 60.215
64 1023 638 62.366
65 1040 663 63.75
66 1049 673 64.156
67 1050 683 65.048
68 1018 657 64.538
69 1055 685 64.929
70 1042 687 65.931
71 1019 680 66.732
72 1007 692 68.719
73 1008 694 68.849
74 986 685 69.473
75 979 686 70.072
76 996 698 70.08
77 1007 718 71.301
78 986 692 70.183
79 1008 699 69.345
80 1001 696 69.53
81 1035 721 69.662
82 1014 724 71.4
83 994 711 71.529
84 990 726 73.333
85 980 734 74.898
86 971 714 73.532
87 960 707 73.646
88 947 710 74.974
89 938 689 73.454
90 931 681 73.147
91 925 687 74.27
92 935 701 74.973
93 951 720 75.71
94 930 701 75.376
95 936 710 75.855
96 918 705 76.797
97 931 725 77.873
98 915 701 76.612
99 935 722 77.219
100 966 752 77.847
101 959 745 77.685
102 938 738 78.678
103 948 740 78.059
104 967 740 76.525
105 1006 774 76.938
106 995 773 77.688
107 987 771 78.116
108 995 761 76.482
109 1001 777 77.622
110 1001 758 75.724
111 981 756 77.064
112 956 737 77.092
113 963 761 79.024
114 989 766 77.452
115 968 736 76.033
116 973 750 77.081
117 939 728 77.529
118 950 746 78.526
119 946 747 78.964
120 931 740 79.484
121 912 739 81.031
122 917 741 80.807
123 941 768 81.615
124 958 781 81.524
125 994 804 80.885
126 1003 817 81.456
127 1007 810 80.437
128 1022 830 81.213
129 1024 837 81.738
130 1008 837 83.036
131 1017 844 82.989
132 1017 850 83.579
133 1031 860 83.414
134 1034 852 82.398
135 1023 840 82.111
136 1007 824 81.827
137 979 794 81.103
138 990 814 82.222
139 974 790 81.109
140 967 787 81.386
141 963 781 81.101
142 979 800 81.716
143 996 812 81.526
144 1005 819 81.493
145 1021 837 81.978
146 1026 837 81.579
147 1035 843 81.449
148 1063 877 82.502
149 1061 877 82.658
150 1067 896 83.974
151 1056 897 84.943
152 1025 876 85.463
153 1005 860 85.572
154 1007 876 86.991
155 1012 878 86.759
156 999 862 86.286
157 1011 870 86.053
158 1029 891 86.589
159 1037 896 86.403
160 1046 896 85.66
161 1053 894 84.9
162 1039 882 84.889
163 1052 901 85.646
164 1080 933 86.389
165 1113 950 85.355
166 1113 942 84.636
167 1106 929 83.996
168 1119 936 83.646
169 1094 926 84.644
170 1088 925 85.018
171 1070 906 84.673
172 1074 915 85.196
173 1066 916 85.929
174 1069 915 85.594
175 1067 921 86.317
176 1074 922 85.847
177 1089 935 85.859
178 1084 932 85.978
179 1092 935 85.623
180 1085 918 84.608
181 1084 915 84.41
182 1088 922 84.743
183 1084 914 84.317
184 1064 907 85.244
185 1059 909 85.836
186 1048 904 86.26
187 1049 914 87.131
188 1048 928 88.55
189 1062 938 88.324
190 1078 948 87.941
191 1058 940 88.847
192 1028 926 90.078
193 1031 921 89.331
194 1024 927 90.527
195 1018 930 91.356
196 1024 933 91.113
197 1024 935 91.309
198 1023 935 91.398
199 1017 925 90.954
200 999 907 90.791
201 1023 936 91.496
202 1032 950 92.054
203 1017 934 91.839
204 1036 950 91.699
205 1017 933 91.74
206 1023 931 91.007
207 1022 937 91.683
208 1007 926 91.956
209 994 910 91.549
210 1000 903 90.3
211 1004 899 89.542
212 1013 908 89.635
213 1015 913 89.951
214 1043 950 91.083
215 1059 961 90.746
216 1055 962 91.185
217 1064 961 90.32
218 1062 956 90.019
219 1068 948 88.764
220 1048 937 89.408
221 1072 959 89.459
222 1047 926 88.443
223 1029 908 88.241
224 992 873 88.004
225 995 897 90.151
226 1006 905 89.96
227 980 884 90.204
228 951 867 91.167
229 980 898 91.633
230 977 891 91.198
231 984 898 91.26
232 966 878 90.89
233 962 875 90.956
234 944 870 92.161
235 943 859 91.092
236 960 864 90
237 955 857 89.738
238 939 843 89.776
239 951 852 89.59
240 940 839 89.255
241 941 855 90.861
242 939 853 90.841
243 947 858 90.602
244 931 845 90.763
245 923 844 91.441
246 903 834 92.359
247 891 822 92.256
248 912 854 93.64
249 918 858 93.464
250 919 868 94.45
251 919 863 93.906
252 939 887 94.462
253 946 891 94.186
254 949 900 94.837
255 970 924 95.258
256 949 903 95.153
257 949 903 95.153
258 953 910 95.488
259 930 884 95.054
260 938 893 95.203
261 964 916 95.021
262 977 935 95.701
263 1005 964 95.92
264 1026 981 95.614
265 1014 959 94.576
266 983 936 95.219
267 995 944 94.874
268 995 941 94.573
269 1013 953 94.077
270 980 919 93.776
271 954 894 93.711
272 978 912 93.252
273 973 915 94.039
274 955 903 94.555
275 964 909 94.295
276 997 940 94.283
277 994 942 94.769
278 996 945 94.88
279 1007 964 95.73
280 1025 987 96.293
281 1016 975 95.965
282 1010 973 96.337
283 1017 973 95.674
284 1003 959 95.613
285 1015 970 95.567
286 1025 981 95.707
287 1032 990 95.93
288 1049 1004 95.71
289 1077 1032 95.822
290 1082 1033 95.471
291 1095 1035 94.521
292 1108 1051 94.856
293 1127 1066 94.587
294 1133 1075 94.881
295 1140 1083 95
296 1155 1103 95.498
297 1162 1112 95.697
298 1171 1120 95.645
299 1204 1153 95.764
300 1195 1141 95.481
